05.08.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
02.07.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
03.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
06.07.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
13.07.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
06.07.2025;09:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;SUNDAY_SERVICE
09.07.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
10.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
20.07.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
12.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;EVE_MASS
27.07.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
13.07.2025;18:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;LITURGY_OF_THE_WORD
16.07.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
17.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
03.08.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
19.07.2025;18:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;EVE_MASS
20.07.2025;09:30;89fce045-2ad4-43b3-b088-d1e697999793;SUNDAY_SERVICE
10.08.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
23.07.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
24.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
26.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;EVE_MASS
17.08.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
27.07.2025;09:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;SUNDAY_SERVICE
30.07.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
31.07.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
24.08.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
02.08.2025;18:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;EVE_MASS
03.08.2025;09:30;89fce045-2ad4-43b3-b088-d1e697999793;SUNDAY_SERVICE
31.08.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
06.08.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
07.08.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
07.09.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
14.09.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
10.08.2025;09:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;SUNDAY_SERVICE
13.08.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
14.08.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
21.09.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
16.08.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;EVE_MASS
28.09.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
17.08.2025;18:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;LITURGY_OF_THE_WORD
20.08.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
05.10.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
23.08.2025;18:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;EVE_MASS
24.08.2025;09:30;89fce045-2ad4-43b3-b088-d1e697999793;SUNDAY_SERVICE
12.10.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
27.08.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
28.08.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
19.10.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
30.08.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;EVE_MASS
26.10.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
31.08.2025;09:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;SUNDAY_SERVICE
03.09.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
04.09.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
02.11.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
06.09.2025;18:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;EVE_MASS
07.09.2025;09:30;89fce045-2ad4-43b3-b088-d1e697999793;SUNDAY_SERVICE
09.11.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
10.09.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
11.09.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;WEEKDAY_MASS
16.11.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
23.11.2025;09:00;cae70e4a-76fe-4db8-ac0c-cb98b38c2005;SUNDAY_SERVICE
14.09.2025;09:30;00d72c7f-b7c5-4729-9438-893f0ecc67ed;SUNDAY_SERVICE
17.09.2025;09:00;00d72c7f-b7c5-4729-9438-893f0ecc67ed;WEEKDAY_MASS
20.09.2025;18:30;89fce045-2ad4-43b3-b088-d1e697999793;EVE_MASS
