0d65a9f2-497c-4b4f-9f43-fae7618ca049;1107990000000
5cb24b53-7ebf-4db5-8e9d-521d5852ffc9;1060552800000
0b4b82db-02a7-4864-ba16-7b45fc960623;1063576800000
cb421eae-d299-4746-8654-429c2d11440b;1307224800000
6a78d572-c73f-4f01-994d-ee285176d80a;1214344800000
d68c8bbc-8610-46e8-94f2-5726739e37e7;1250978400000
d3b6b291-b0fc-47dc-82db-a3fc84e59b67;1174258800000
3d37536a-c7ea-40b2-8a07-9f3c2839af76;1235084400000
0315f3c0-b87a-401f-9327-95236b27f912;1358809200000
4de545b6-990b-497b-8cc0-31802bdf89c9;1140217200000
c2cf1050-7367-4395-950c-89ff73a3d308;1345413600000
4f72b901-ee68-4823-88a8-564eaae3ce60;1284933600000
efd69e58-d934-4f12-a272-21d5ab584def;1207864800000
1a06350b-5407-4484-9409-09d977cf1184;1370469600000
69568bd4-c151-4e3e-86aa-3aa646f64e6f;1290553200000
777880f8-8982-4427-b585-f655b4426593;1052431200000
61f59648-d4db-4bc8-b0e4-d6047042a894;1351724400000
04c6ba0e-c279-4150-9198-286c9095ebc7;1254520800000
6bfc2d4e-c14b-48bd-85ea-ea7829e8eac9;1344549600000
680fae1f-3c79-4195-842b-3d89840311ab;1373320800000
b97c1843-ba60-429f-8d98-0dda67e52631;1351810800000
4416b866-9bf1-4542-ba51-00c26617f506;1342735200000
e10fa42f-5c9e-40ab-9aa9-87ac832da8ce;1355180400000
ffb9c6f9-52f5-480b-8512-c832a53e5f02;1403215200000
bbf2e1fd-684c-4dd5-b191-007fc56ac9a3;963007200000
aac202d3-1b8d-4701-9f68-4783c2ecc739;1172703600000
39344f3a-379c-4761-acda-69c04bff6354;1204412400000
8128aed3-0d3f-4d78-a71c-fd9a54375802;1114552800000
0780c2a7-0a28-4428-ae00-5adb032b9a0b;1228258800000
316c6554-aed9-4c95-bdee-8ffb71e87887;1290985200000
dfd3dfd6-121a-4e23-8fc3-8ef6daf232cd;1404338400000
95991ee6-1bbb-4da1-85b6-7a21ce78ed33;1230591600000
778443e9-e807-45dd-99a0-4b8db1228cd4;1440540000000
22bc953c-ca1a-42eb-bb91-43aef98f0653;1245362400000
998617a7-7dc6-4b01-89a8-47194cf0d167;1213480800000
f8926943-d508-4cc7-9978-78c10a84c493;1718300933536
d90a204b-2bc7-48e4-992c-ebb1faa1e3b7;1404338400000
8042a0a7-f180-4d70-b23b-775732ab9a36;1368741600000
1601a927-3276-4c42-8d92-176e6d8abac9;1375653600000
8ad38226-62dc-43cb-9e8d-5af45f6ed5fe;1291330800000
7b0137af-4c57-458a-8415-bf5b71b4b56c;1718898679140
b97f39f4-3357-477b-aa3e-ce7da76b3bda;1163458800000
f685b17f-0533-466f-82d0-343aa69169e4;1026684000000
77bdef67-ba0e-4d49-b636-a1d4f7f99764;1719304264140
2240c7c9-6a36-4336-a582-9c0a56b86a04;1440108000000
ab4b8f50-2cfb-4acc-b8ce-29b4682dee30;1228690800000
386c5a52-a337-453d-952a-8ce884cd3e4f;1157666400000
a9f8a16b-ac24-492b-8c5a-85fdd244be87;1239832800000
2134641c-da9a-4825-aad1-971a242a47c5;1198018800000
4d272187-ab87-440d-8015-522ed6c331b8;1440540000000
22d066e8-fb22-4293-a6eb-83542f2315c3;1309212000000
445ed47a-b7ea-4ab4-8200-62f1afaa9de4;1371506400000
6b48db7b-bfd0-499a-a938-38615497c6d9;1391900400000
861a1999-e1b5-4796-9e10-94f0dc0005bc;1374184800000
b1d0bf24-076d-449f-86bd-6575e705011b;1379109600000
fd68a73b-67e2-4fc2-9b49-12a884cd73f6;1247522400000
45374fc1-036a-4938-bb63-a967cbaea2e5;1156456800000
f33752f4-46c0-4418-9289-126f9b718912;1199055600000
ebb2adba-e643-4868-ad0e-0c8f515708b0;1136588400000
3f88669a-c3d0-4095-aa44-db560e25817b;1330988400000
3a2ed9e6-4fd9-46c7-a854-98553677de97;1325199600000
1ea9d4aa-4763-4c63-8a11-a615b707d2de;1236639600000
67acb6a8-150c-489d-87b8-fbbb47bee989;1350424800000
c4f70a7c-0ea9-4093-8682-3eae48a91c11;1283551200000
6a2a98a8-8429-4845-beb2-e3aa19cd0275;1349647200000
14b13d89-ebcd-4d04-a27e-94bad937e164;1384210800000
d2fb6bba-c50c-4d1a-be47-565ae445992c;1421967600000
cb670e61-1789-41fb-99bb-442ae2fdfe27;1027116000000
3a77419a-ffc0-4dde-a1b6-191fd28287b6;1182117600000
7b921d56-8e58-4ca7-9247-396f7c1179f8;1102460400000
7b921d56-8e58-4ca7-9247-396f7c1179f8;1102460400000
